slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label
MIZ/SER/84A15/2025/125,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/125),"Chhim Veng, Serchhip",23.307524,92.857678,Debris,Subsidence,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/126,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/126),"Chhim Veng, Serchhip",23.305939,92.857538,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/127,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/127),"Dinthar, Serchhip",23.303906,92.853173,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/128,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/128),"Dinthar, Serchhip",23.301381,92.853078,Debris,Flow,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/129,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/129),"Dinthar, Serchhip",23.299628,92.855609,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/130,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/130),"Dinthar, Serchhip",23.298137,92.857412,Earth/Soil,Slide,29 May 2025,2025-05-29,1,1
MIZ/SER/84A15/2025/131,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/131),Serchhip,23.293453,92.858089,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/SER/84A15/2025/133,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/133),"Dinthar, Serchhip",23.298166,92.858694,Earth/Soil,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/134,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/134),New Serchhip,23.346456,92.851511,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/135,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/135),New Serchhip,23.3466,92.854847,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/137,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/137),Serchhip Bypass road,23.301587,92.868485,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/138,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/138),Serchhip Bypass road,23.313996,92.863984,Debris,Flow,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/140,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/140),Serchhip Bypass road,23.3228,92.862406,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/141,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/141),NH 54,23.286141,92.868152,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/142,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/142),NH 54,23.281219,92.869608,Debris,Flow,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/143,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/143),NH 54,23.274148,92.871011,Debris,Flow,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/144,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/144),NH 54,23.272548,92.874296,Earth/Soil,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/145,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/145),NH 54,23.271227,92.874544,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/146,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/146),NH 54,23.270548,92.877577,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/147,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/147),NH 54,23.67701,92.87895,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84A16/2025/148,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A16/2025/148),Keitum,23.243855,92.905242,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/149,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/149),Serchhip - Thenzawl road,23.286735,92.85703,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/150,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/150),Serchhip - Thenzawl road,23.284565,92.857096,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/151,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/151),Serchhip - Thenzawl road,23.281443,92.840145,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/152,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/152),Serchhip - Thenzawl road,23.280947,92.8367,Rock,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/153,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/153),Serchhip - Thenzawl road,23.288276,92.830821,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A11/2025/154,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A11/2025/154),Thenzawl - Buarpui road,23.293863,92.741368,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A11/2025/155,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A11/2025/155),Thenzawl - Buarpui road,23.295774,92.740012,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A11/2025/156,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A11/2025/156),Thenzawl - Buarpui road,23.30265,92.742945,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A11/2025/157,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A11/2025/157),Thenzawl - Buarpui road,23.307135,92.707624,Debris,Flow,31 May 2025,2025-05-31,1,1
MIZ/SER/84A11/2025/158,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A11/2025/158),Thenzawl - Buarpui road,23.306409,92.706083,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A11/2025/159,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A11/2025/159),Thenzawl - Buarpui road,23.306012,92.704212,Debris,Flow,31 May 2025,2025-05-31,1,1
MIZ/SER/84A11/2025/160,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A11/2025/160),Thenzawl - Buarpui road,23.300291,92.69577,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84A11/2025/161,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A11/2025/161),Thenzawl - Buarpui road,23.299806,92.694901,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84A11/2025/162,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A11/2025/162),Thenzawl - Buarpui road,23.299312,92.692614,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A11/2025/163,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A11/2025/163),Thenzawl - Buarpui road,23.297521,92.689449,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A11/2025/164,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A11/2025/164),Thenzawl - Buarpui road,23.30374,92.672816,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A11/2025/165,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A11/2025/165),Thenzawl - Buarpui road,23.304123,92.671521,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A11/2025/166,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A11/2025/166),Thenzawl - Buarpui road,23.306105,92.671296,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A11/2025/167,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A11/2025/167),Thenzawl - Buarpui road,23.306338,92.666573,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A11/2025/168,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A11/2025/168),New Khawlek,23.32044,92.643229,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A11/2025/169,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A11/2025/169),Thenzawl - Buarpui road,23.301901,92.649401,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/170,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/170),Buarpui,23.246611,92.655112,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/171,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/171),West Bungtlang to Changpui road,23.2388,92.636923,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/172,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/172),West Bungtlang to Changpui road,23.234538,92.637234,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/173,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/173),West Bungtlang to Changpui road,23.206413,92.632701,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/174,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/174),West Bungtlang to Changpui road,23.197283,92.632661,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/175,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/175),Changpui,23.174558,92.612556,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/176,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/176),Changpui,23.1739,92.611378,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/177,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/177),Changpui,23.173258,92.611929,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/178,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/178),Changpui,23.17252,92.611434,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/179,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/179),Changpui,23.172659,92.611828,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/180,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/180),Thenhlum,23.198272,92.589291,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/181,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/181),Thenhlum,23.198961,92.590043,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/182,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/182),Thenhlum,23.199095,92.586671,Earth/Soil,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/183,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/183),Thenhlum,23.199415,92.585883,Earth/Soil,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/184,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/184),Thenhlum,23.200105,92.584517,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/185,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/185),Thenhlum to West Bunghmun road,23.200655,92.5813,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/186,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/186),Thenhlum to West Bunghmun road,23.201843,92.579666,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/187,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/187),Thenhlum to West Bunghmun road,23.202247,92.57903,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/188,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/188),Thenhlum to West Bunghmun road,23.203107,92.577972,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/189,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/189),Thenhlum to West Bunghmun road,23.203903,92.576807,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/190,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/190),Thenhlum to West Bunghmun road,23.204282,92.576174,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/191,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/191),Thenhlum to West Bunghmun road,23.204481,92.575792,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/192,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/192),Thenhlum to West Bunghmun road,23.205193,92.574684,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/193,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/193),Thenhlum to West Bunghmun road,23.214589,92.572672,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/194,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/194),Thenhlum to West Bunghmun road,23.212919,92.558022,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/195,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/195),Thenhlum to West Bunghmun road,23.207082,92.509726,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/196,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/196),Thenhlum to West Bunghmun road,23.195616,92.546251,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/197,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/197),Thenhlum to West Bunghmun road,23.19796,92.543304,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/198,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/198),Thenhlum to West Bunghmun road,23.190022,92.554302,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/199,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/199),Thenhlum to West Bunghmun road,23.21035,92.539589,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/200,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/200),Thenhlum to West Bunghmun road,23.208921,92.541174,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/201,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/201),Thenhlum to West Bunghmun road,23.208823,92.53749,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/202,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/202),Thenhlum to West Bunghmun road,23.206239,92.491221,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/203,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/203),Thenhlum to West Bunghmun road,23.20549,92.543278,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/204,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/204),Thenhlum to West Bunghmun road,23.219631,92.563324,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/205,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/205),Tleu,23.204981,92.534603,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/206,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/206),Tleu,23.206253,92.533605,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/207,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/207),Tleu to West Bunghmun,23.209857,92.500587,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A08/2025/208,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A08/2025/208),Tleu to West Bunghmun,23.206239,92.491221,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A08/2025/209,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A08/2025/209),Tleu to West Bunghmun,23.199961,92.488796,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A08/2025/210,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A08/2025/210),West Bunghmun,23.17824,92.491031,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A08/2025/211,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A08/2025/211),West Bunghmun,23.180969,92.488193,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A08/2025/212,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A08/2025/212),West Bunghmun cemetary,23.180354,92.486971,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A08/2025/213,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A08/2025/213),West Bunghmun,23.182466,92.487731,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/214,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/214),Tleu,23.204706,92.533825,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A11/2025/215,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A11/2025/215),West Bungtlang,23.251004,92.63667,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84A16/2025/216,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A16/2025/216),Keitum,23.234898,92.911307,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A16/2025/217,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A16/2025/217),Serchhip to Khawbung S road,23.225619,92.924909,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A16/2025/218,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A16/2025/218),Serchhip to Khawbung S road,23.223807,92.944448,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84A16/2025/219,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A16/2025/219),Khawlailung,23.21795,92.998007,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A16/2025/220,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A16/2025/220),Khawlailung,23.217324,92.99812,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84E04/2025/221,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84E04/2025/221),Serchhip to Khawbung S road,23.19917,93.000199,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/SER/84E04/2025/222,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84E04/2025/222),Serchhip to Khawbung S road,23.1915,93.011024,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84E04/2025/223,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84E04/2025/223),Serchhip to Khawbung S road,23.183361,93.066742,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/KHAW/84E04/2025/225,Mizoram,Khawzawl,Khawzawl Slope Failure (MIZ/KHAW/84E04/2025/225),Serchhip to Khawbung S road,23.229765,93.127521,Earth/Soil,Slide,31 May 2025,2025-05-31,1,1
MIZ/KHAW/84E04/2025/226,Mizoram,Khawzawl,Khawzawl Slope Failure (MIZ/KHAW/84E04/2025/226),Serchhip to Khawbung S road,23.2066,93.148665,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/KHAW/84E04/2025/227,Mizoram,Khawzawl,Khawzawl Slope Failure (MIZ/KHAW/84E04/2025/227),Serchhip to Khawbung S road,23.197704,93.163019,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/CHAM/84E04/2025/228,Mizoram,Champhai,Champhai Slope Failure (MIZ/CHAM/84E04/2025/228),Serchhip to Vaphai road,23.198136,93.166988,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/CHAM/84E04/2025/229,Mizoram,Champhai,Champhai Slope Failure (MIZ/CHAM/84E04/2025/229),Serchhip to Vaphai road,23.177311,93.198157,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/KHAW/84E08/2025/231,Mizoram,Khawzawl,Khawzawl Slope Failure (MIZ/KHAW/84E08/2025/231),Vaphai,23.14788,93.323791,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/KHAW/84E03/2025/232,Mizoram,Khawzawl,Khawzawl Slope Failure (MIZ/KHAW/84E03/2025/232),NH 6,23.486306,93.220639,Debris,Slide,12 June 2025,2025-06-12,1,1
MIZ/KHAW/84E02/2025/233,Mizoram,Khawzawl,Khawzawl Slope Failure (MIZ/KHAW/84E02/2025/233),NH 6,23.544052,93.155591,Debris,Slide,14 June 2025,2025-06-14,1,1
MIZ/KHAW/84E02/2025/234,Mizoram,Khawzawl,Khawzawl Slope Failure (MIZ/KHAW/84E02/2025/234),NH 6,23.545766,93.147931,Debris,Slide,14 June 2025,2025-06-14,1,1
MIZ/KHAW/84E02/2025/235,Mizoram,Khawzawl,Khawzawl Slope Failure (MIZ/KHAW/84E02/2025/235),NH 6,23.5266,93.192968,Debris,Slide,14 June 2025,2025-06-14,1,1
MIZ/SAI/84A14/2025/236,Mizoram,Saitual,Saitual Slope Failure (MIZ/SAI/84A14/2025/236),NH 6,23.667553,92.89259,Rock,Slide,15 June 2025,2025-06-15,1,1
MIZ/SAI/84A14/2025/237,Mizoram,Saitual,Saitual Slope Failure (MIZ/SAI/84A14/2025/237),outside Maite,23.527592,92.984969,Debris,Subsidence,31 May 2025,2025-05-31,1,1
MIZ/AIZ/84A14/2025/238,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AIZ/84A14/2025/238),NH 6,23.700835,92.877449,Debris,Slide,15 June 2025,2025-06-15,1,1
MIZ/AIZ/84A13/2025/239,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AIZ/84A13/2025/239),Sesawng,23.760466,92.848969,Debris,Flow,31 May 2025,2025-05-31,1,1
MIZ/AIZ/84A13/2025/240,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AIZ/84A13/2025/240),Mualmam,23.807952,92.834037,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/AIZ/83D15/2025/241,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AIZ/83D15/2025/241),Zohmun,24.285871,92.94599,Debris,Slide,14 June 2025,2025-06-14,1,1
MIZ/AIZ/83D15/2025/242,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AIZ/83D15/2025/242),Zohmun,24.288014,92.946017,Earth/Soil,Slide,14 June 2025,2025-06-14,1,1
MIZ/AIZ/83D15/2025/243,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AIZ/83D15/2025/243),Mauchar,24.354658,92.925511,Debris,Slide,29 May 2025,2025-05-29,1,1
MIZ/AIZ/83D15/2025/244,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AIZ/83D15/2025/244),Mauchar,24.365715,92.930137,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/AIZ/84A14/2025/245,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AIZ/84A14/2025/245),Sesawng,23.747519,92.853155,Debris,Slide,15 June 2025,2025-06-15,1,1
MZ/LUN/84B09/2017/0001,Mizoram,Lunglei,Phairuangkai Slide,"Phairuangkai-West Rotlang road, ChangpuiVeng, Phairuangkai.",22.82104167,92.63873333,Earth/Soil,Flow,12 June 2017,2017-06-12,1,1
Mizoram/Aizawl/84A09/2018/0 02,Mizoram,Aizawl,Selesih Slide,"Near the Auditorium of Central Agricultural University (College of Veterinary Science and Animal Husbandry), Selesih village, Aizawl District, Mizoram",24.80375556,92.733375,Rock,Creep,28 April 2018,2018-04-28,1,1
Mizoram/Aizawl/84A14/2020/0 01,Mizoram,Aizawl,Zemabawk landslide,"Zemabawk area near Bharat Petroleum, Zemabawk, along NH6/306A Aizawl-Seling- Champhai road",24.73197222,92.75988889,Rock,Slide,2 February 2020,2020-02-02,1,1
MZ/AZL/84A/10/2023/01,Mizoram,Aizawl,Vaivakawn landslide,"Vaivakawn, Aizawl",23.74150833,92.70785833,Rock,Slide,04 June 2023,2023-06-04,1,1
MZ-31/2011,Mizoram,Aizawl,Naizawl rock fall,,23.70213889,92.71822222,Debris,Slide,22 May 2011,2011-05-22,1,1
MZ/AZL/84A10/2016/01,Mizoram,Aizawl,Tlungvel slide,Tlungvel-Seling main road,23.60830556,92.85058333,Earth/Soil,Slide,17 September 2016,2016-09-17,1,1
MZ/AZL/84A10/2016/02,Mizoram,Aizawl,Tlungvel Presbyterian church slide,Tlungvel village (near the Presbyterian church),23.61372222,92.85188889,Earth/Soil,Flow,17 September 2016,2016-09-17,1,1
MIZ/AZL/84A11/2025/010,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A11/2025/010),Thiak road,23.4688,92.7208,Debris,Slide,02 January 2025,2025-01-02,1,1
MIZ/AZL/84A11/2025/020,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A11/2025/020),Thiak to N. Lungsai (Aizawl- Thenzawl-Lunglei SH),23.4807,92.7025,Debris,Slide,13 September 2025,2025-09-13,1,1
MIZ/AZL/84A11/2025/021,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A11/2025/021),Thiak to N. Lungsai (Aizawl- Thenzawl-Lunglei SH),23.4855,92.7033,Debris,Slide,02 July 2024,2024-07-02,1,1
MIZ/AZL/84A11/2025/023,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A11/2025/023),Aizawl-Thenzawl-Lunglei SH,23.4946,92.7044,Debris,Slide,25 August 2024,2024-08-25,1,1
MIZ/SER/84A12/2025/027,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A12/2025/027),Aizawl-Thenzawl-Lunglei SH,23.239287,92.74818,Debris,Slide,02 June 2025,2025-06-02,1,1
