slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label,lat_grid,lon_grid,historical_landslide_density,elevation_m,slope_deg,aspect_deg,rain_30min,rain_3h,rain_24h,rain_24h_mm,rain_72h_mm,rain_7d,rain_7d_mm,satellite_change_proxy,rainfall_1d,rainfall_available,year,month,day_of_year,monsoon_season
CTRL/NER/2020/0109,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.48,94.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2020-05-25,0,0,,,0.1,107.0,0.52,270.0,3.2,16.0,101.6,101.6,155.4,180.9,180.9,0.05,101.6,1,2020,5,146,0
CTRL/NER/2020/0110,Assam,Dibrugarh Alluvial,Dibrugarh Alluvial Stable Control Point,Dibrugarh Alluvial Lowland Plains,27.48,94.9,None (Stable Alluvium),None (Stable),Stable Topography Control,2020-05-26,0,0,,,0.1,105.0,0.39,41.6,0.4,1.2,87.3,87.3,225.3,268.1,268.1,0.05,87.3,1,2020,5,147,0
CTRL/NER/2024/0111,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.82,92.8,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-10-04,0,0,,,0.1,23.0,1.44,10.3,0.05,0.2,32.8,32.8,70.4,120.3,120.3,0.05,32.8,1,2024,10,278,0
CTRL/NER/2024/0112,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.84,92.8,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-06-15,0,0,,,0.1,13.0,4.6,222.2,3.45,8.2,39.7,39.7,72.1,209.6,209.6,0.05,39.7,1,2024,6,167,1
CTRL/NER/2024/0113,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.8,92.8,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-06-17,0,0,,,0.1,24.0,0.38,42.2,2.35,5.1,34.4,34.4,98.5,183.4,183.4,0.05,34.4,1,2024,6,169,1
CTRL/NER/2024/0114,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.82,92.82,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-06,0,0,,,0.1,20.0,0.28,0.0,0.3,1.1,18.6,18.6,48.6,203.9,203.9,0.05,18.6,1,2024,7,188,1
CTRL/NER/2025/0115,Assam,Silchar Floodplain,Silchar Floodplain Stable Control Point,Silchar Floodplain Lowland Plains,24.82,92.78,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-05-30,0,0,,,0.1,17.0,0.82,290.2,0.15,5.9,92.8,92.8,157.3,248.6,248.6,0.05,92.8,1,2025,5,150,0
CTRL/NER/2010/0116,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.81,93.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2010-08-27,0,0,,,0.1,779.0,1.14,0.0,0.25,1.1,2.7,2.7,10.3,14.9,14.9,0.05,2.7,1,2010,8,239,1
CTRL/NER/2010/0117,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.83,93.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2010-06-28,0,0,,,0.1,784.0,2.94,61.1,0.0,0.0,0.9,0.9,13.0,75.5,75.5,0.05,0.9,1,2010,6,179,1
CTRL/NER/2010/0118,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.79,93.94,None (Stable Alluvium),None (Stable),Stable Topography Control,2010-04-22,0,0,,,0.1,779.0,0.38,222.2,0.0,0.0,0.8,0.8,6.3,29.1,29.1,0.05,0.8,1,2010,4,112,0
CTRL/NER/2019/0119,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.81,93.96,None (Stable Alluvium),None (Stable),Stable Topography Control,2019-07-07,0,0,,,0.1,780.0,0.82,69.8,0.65,2.5,12.7,12.7,51.0,91.6,91.6,0.05,12.7,1,2019,7,188,1
CTRL/NER/2019/0120,Manipur,Imphal Valley Basin,Imphal Valley Basin Stable Control Point,Imphal Valley Basin Lowland Plains,24.81,93.92,None (Stable Alluvium),None (Stable),Stable Topography Control,2019-06-27,0,0,,,0.1,778.0,0.77,222.2,0.0,0.0,1.2,1.2,3.8,69.5,69.5,0.05,1.2,1,2019,6,178,1
CTRL/NER/2023/0121,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.83,91.28,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-04-13,0,0,,,0.1,12.0,1.57,280.3,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.05,0.0,1,2023,4,103,0
CTRL/NER/2023/0122,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.85,91.28,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-10,0,0,,,0.1,18.0,2.97,31.4,0.05,2.1,6.4,6.4,72.4,207.4,207.4,0.05,6.4,1,2023,8,222,1
CTRL/NER/2024/0123,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.81,91.28,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-06-28,0,0,,,0.1,13.0,2.04,345.4,0.0,0.0,10.5,10.5,27.2,41.1,41.1,0.05,10.5,1,2024,6,180,1
CTRL/NER/2024/0124,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.83,91.3,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-05-28,0,0,,,0.1,22.0,4.38,224.9,0.0,0.0,80.6,80.6,230.3,241.1,241.1,0.05,80.6,1,2024,5,149,0
CTRL/NER/2024/0125,Tripura,Agartala Lowland,Agartala Lowland Stable Control Point,Agartala Lowland Lowland Plains,23.83,91.26,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-02,0,0,,,0.1,11.0,0.62,204.6,0.0,0.0,44.6,44.6,111.1,156.2,156.2,0.05,44.6,1,2024,7,184,1
CTRL/NER/2024/0126,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.06,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-01,0,0,,,0.1,31.0,1.7,180.0,0.75,4.0,46.2,46.2,79.8,126.3,126.3,0.05,46.2,1,2024,7,183,1
CTRL/NER/2024/0127,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.08,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-06-30,0,0,,,0.1,28.0,0.38,317.6,0.05,2.3,17.9,17.9,37.2,85.5,85.5,0.05,17.9,1,2024,6,182,1
CTRL/NER/2025/0128,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.04,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-07-02,0,0,,,0.1,27.0,0.96,306.1,0.45,1.9,3.6,3.6,11.0,35.1,35.1,0.05,3.6,1,2025,7,183,1
CTRL/NER/2024/0129,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.06,91.62,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-06-14,0,0,,,0.1,33.0,0.62,204.5,0.0,0.0,11.0,11.0,19.8,33.1,33.1,0.05,11.0,1,2024,6,166,1
CTRL/NER/2024/0130,Tripura,Khowai Plain,Khowai Plain Stable Control Point,Khowai Plain Lowland Plains,24.06,91.58,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-07-14,0,0,,,0.1,33.0,2.04,194.6,0.25,0.7,0.8,0.8,11.3,42.1,42.1,0.05,0.8,1,2024,7,196,1
CTRL/NER/2025/0131,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.9,93.73,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-05-29,0,0,,,0.1,147.0,3.16,355.3,0.25,2.4,32.5,32.5,36.3,107.0,107.0,0.05,32.5,1,2025,5,149,0
CTRL/NER/2025/0132,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.92,93.73,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-06-25,0,0,,,0.1,145.0,1.55,236.3,0.0,0.0,5.1,5.1,56.1,130.8,130.8,0.05,5.1,1,2025,6,176,1
CTRL/NER/2024/0133,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.88,93.73,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-10-08,0,0,,,0.1,150.0,1.32,102.5,0.0,0.0,10.4,10.4,13.2,77.7,77.7,0.05,10.4,1,2024,10,282,0
CTRL/NER/2024/0134,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.9,93.75,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-06,0,0,,,0.1,141.0,2.91,190.2,0.6,5.3,16.2,16.2,39.4,102.2,102.2,0.05,16.2,1,2024,8,219,1
CTRL/NER/2025/0135,Nagaland,Dimapur Plain,Dimapur Plain Stable Control Point,Dimapur Plain Lowland Plains,25.9,93.71,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-05-28,0,0,,,0.1,156.0,1.38,326.0,0.0,0.2,1.6,1.6,37.0,80.8,80.8,0.05,1.6,1,2025,5,148,0
CTRL/NER/2025/0136,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.2,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-06-11,0,0,,,0.1,42.0,0.86,0.0,0.0,0.0,4.4,4.4,4.4,38.4,38.4,0.05,4.4,1,2025,6,162,1
CTRL/NER/2024/0137,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.22,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-05-29,0,0,,,0.1,47.0,1.55,138.1,0.0,0.2,5.2,5.2,93.4,100.4,100.4,0.05,5.2,1,2024,5,150,0
CTRL/NER/2024/0138,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.18,91.6,None (Stable Alluvium),None (Stable),Stable Topography Control,2024-08-28,0,0,,,0.1,42.0,0.0,180.0,0.0,0.0,0.0,0.0,11.2,100.7,100.7,0.05,0.0,1,2024,8,241,1
CTRL/NER/2026/0139,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.2,91.62,None (Stable Alluvium),None (Stable),Stable Topography Control,2026-07-13,0,0,,,0.1,42.0,0.0,180.0,0.05,2.9,41.3,41.3,130.0,312.4,312.4,0.05,41.3,1,2026,7,194,1
CTRL/NER/2025/0140,Assam,Kamrup Plains,Kamrup Plains Stable Control Point,Kamrup Plains Lowland Plains,26.2,91.58,None (Stable Alluvium),None (Stable),Stable Topography Control,2025-08-19,0,0,,,0.1,48.0,0.29,0.0,0.75,4.2,12.2,12.2,23.2,88.9,88.9,0.05,12.2,1,2025,8,231,1
CTRL/NER/2023/0141,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.35,92.68,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-09-19,0,0,,,0.1,65.0,3.06,19.7,0.15,1.0,4.8,4.8,6.5,33.9,33.9,0.05,4.8,1,2023,9,262,1
CTRL/NER/2023/0142,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.37,92.68,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-10-02,0,0,,,0.1,60.0,0.39,138.1,0.05,0.1,2.7,2.7,13.4,28.8,28.8,0.05,2.7,1,2023,10,275,0
CTRL/NER/2022/0143,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.33,92.68,None (Stable Alluvium),None (Stable),Stable Topography Control,2022-11-14,0,0,,,0.1,64.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1,2022,11,318,0
CTRL/NER/2022/0144,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.35,92.7,None (Stable Alluvium),None (Stable),Stable Topography Control,2022-04-05,0,0,,,0.1,64.0,0.83,110.4,0.0,0.0,1.2,1.2,3.5,46.5,46.5,0.05,1.2,1,2022,4,95,0
CTRL/NER/2023/0145,Assam,Nagaon Basin,Nagaon Basin Stable Control Point,Nagaon Basin Lowland Plains,26.35,92.66,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-13,0,0,,,0.1,61.0,0.77,90.0,0.0,0.0,28.4,28.4,65.7,182.7,182.7,0.05,28.4,1,2023,8,225,1
CTRL/NER/2023/0146,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.32,91.0,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-07-24,0,0,,,0.1,41.0,1.41,246.0,0.0,0.0,15.9,15.9,84.4,187.9,187.9,0.05,15.9,1,2023,7,205,1
CTRL/NER/2013/0147,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.34,91.0,None (Stable Alluvium),None (Stable),Stable Topography Control,2013-08-15,0,0,,,0.1,42.0,1.26,204.1,0.0,0.0,6.9,6.9,22.3,96.6,96.6,0.05,6.9,1,2013,8,227,1
CTRL/NER/2023/0148,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.3,91.0,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-06-09,0,0,,,0.1,42.0,0.39,41.9,1.05,2.1,52.0,52.0,81.8,94.5,94.5,0.05,52.0,1,2023,6,160,1
CTRL/NER/2023/0149,Assam,Barpeta Plain,Barpeta Plain Stable Control Point,Barpeta Plain Lowland Plains,26.32,91.02,None (Stable Alluvium),None (Stable),Stable Topography Control,2023-08-08,0,0,,,0.1,40.0,0.59,240.8,1.35,6.1,88.1,88.1,187.6,282.2,282.2,0.05,88.1,1,2023,8,220,1
